,Link,Nama,Lokasi,Harga,Jenis,Listrik,Luas Kamar,K Mandi Dalam,AC,WiFi,Kasur,Akses 24 Jam,Panjang Kamar,Lebar Kamar,Maps,Latitude,Longitude,UPN
0,https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-singgahsini-rungkut-asri-utara-xi-tipe-c-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Singgahsini Rungkut Asri Utara XI Tipe C Rungkut Surabaya,Rungkut,880000,Putri,Tidak termasuk listrik,5.0,No,No,Yes,Yes,Yes,2.0,2.5,"https://maps.google.com/maps?z=7&q=-7.3232453,112.7740903",-7.3232453,112.7740903,1.9221063809397818
1,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-singgahsini-rungkut-asri-utara-xi-tipe-a-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Singgahsini Rungkut Asri Utara XI Tipe A Rungkut Surabaya,Rungkut,1275000,Putri,Tidak termasuk listrik,5.0,No,Yes,Yes,Yes,Yes,2.0,2.5,"https://maps.google.com/maps?z=7&q=-7.3232453,112.7740903",-7.3232453,112.7740903,1.9221063809397818
2,https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-singgahsini-rungkut-asri-utara-xi-tipe-b-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Singgahsini Rungkut Asri Utara XI Tipe B Rungkut Surabaya,Rungkut,925000,Putri,Tidak termasuk listrik,6.0,No,No,Yes,Yes,Yes,2.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3232453,112.7740903",-7.3232453,112.7740903,1.9221063809397818
3,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-singgahsini-rabbani-syariah-tipe-a-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Singgahsini Rabbani Syariah Tipe A Rungkut Surabaya,Rungkut,2525000,Putri,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,5.0,4.0,"https://maps.google.com/maps?z=7&q=-7.319905,112.7977001",-7.319905,112.7977001,1.7472291821741626
4,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-singgahsini-rabbani-syariah-tipe-c-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Singgahsini Rabbani Syariah Tipe C Rungkut Surabaya,Rungkut,2025000,Putri,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.319905,112.7977001",-7.319905,112.7977001,1.7472291821741626
5,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-singgahsini-rabbani-syariah-tipe-b-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Singgahsini Rabbani Syariah Tipe B Rungkut Surabaya,Rungkut,2325000,Putri,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,4.0,5.0,"https://maps.google.com/maps?z=7&q=-7.319905,112.7977001",-7.319905,112.7977001,1.7472291821741626
6,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-asri-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Asri Rungkut Surabaya,Rungkut,1350000,Putra,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3256482938986,112.7763704583",-7.3256482938986,112.7763704583,1.5671924870405678
7,https://mamikos.com/room/kost-kabupaten-sidoarjo-kost-campur-eksklusif-kost-durian-residence-eksklusif-waru-sidoarjo?redirection_source=list%20kos%20result,Kost Durian Residence Eksklusif Waru Sidoarjo,Waru,1600000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.341195,112.776893",-7.341195,112.776893,1.5964250840533247
8,https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-bale-modokan-tipe-b-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Bale Modokan Tipe B Rungkut Surabaya,Rungkut,1200000,Putra,Tidak termasuk listrik,9.0,No,Yes,Yes,Yes,Yes,3.0,3.0," https://maps.google.com/maps?z=7&q=-7.3268075248199,112.79144849628",-7.3268075248199,112.79144849628,0.7339528508571207
9,https://mamikos.com/room/kost-kabupaten-sidoarjo-kost-putri-murah-kost-amanah-i-tipe-standard-waru-sidoarjo-2?redirection_source=list%20kos%20result,Kost Amanah I Tipe Standard Waru Sidoarjo,Waru,750000,Putri,Termasuk listrik,9.0,Yes,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3466862,112.8002328",-7.3466862,112.8002328,2.0070961921389476
10,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-the-harvest-vvip-rungkut-surabaya?redirection_source=list%20kos%20result,Kost The Harvest VVIP Rungkut Surabaya,Rungkut,2000000,Campur,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,4.0,5.0,"https://maps.google.com/maps?z=7&q=-7.3300989793099,112.7982737124",-7.3300989793099,112.7982737124,1.1052645565351782
11,https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-arsa-tipe-executive-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Arsa Tipe Executive Gunung Anyar Surabaya,Gunung Anyar,1300000,Putri,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3402364,112.7888878",-7.3402364,112.7888878,0.8291320479148259
12,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-purimas-regency-gunung-anyar-surabaya-1?redirection_source=list%20kos%20result,Kost Purimas Regency Gunung Anyar Surabaya,Gunung Anyar,1500000,Putra,Tidak termasuk listrik,24.0,Yes,Yes,Yes,Yes,No,3.0,8.0,"https://maps.google.com/maps?z=7&q=-7.3379690416636,112.78467725962",-7.3379690416636,112.78467725962,0.722405236918422
13,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-rungkut-madya-19-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Rungkut Madya 19 Rungkut Surabaya,Rungkut,1800000,Putra,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,No,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.331481,112.777602",-7.331481,112.777602,1.2242413050823155
14,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-la-riz-standard-gunung-anyar-surabaya-2?redirection_source=list%20kos%20result,Kost La Riz Standard Gunung Anyar Surabaya,Gunung Anyar,1500000,Putri,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3339154797903,112.79438853264",-7.3339154797903,112.79438853264,0.6480027978380349
15,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-mst-private-rungkut-surabaya?redirection_source=list%20kos%20result,Kost MST Private Rungkut Surabaya,Rungkut,1700000,Campur,Tidak termasuk listrik,15.0,Yes,Yes,Yes,No,Yes,3.0,5.0,"https://maps.google.com/maps?z=7&q=-7.329849,112.803445",-7.329849,112.803445,1.6667562460962224
16,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-heluna-1-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Heluna 1 Gunung Anyar Surabaya,Gunung Anyar,1100000,Putri,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.344483,112.8054",-7.344483,112.8054,2.261608794278887
17,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-putria-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Putria Rungkut Surabaya,Rungkut,1000000,Putri,Termasuk listrik,9.0,No,Yes,No,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.318073,112.788696",-7.318073,112.788696,1.6358529135555482
18,https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-mapan-tengah-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Mapan Tengah Gunung Anyar Surabaya,Gunung Anyar,1500000,Putra,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3235393,112.7894871",-7.3235393,112.7894871,1.0324008675479406
19,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-erly-tipe-b-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Erly Tipe B Gunung Anyar Surabaya,Gunung Anyar,1650000,Putri,Termasuk listrik,12.0,No,Yes,No,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.342038,112.78871",-7.342038,112.78871,1.028995600654161
20,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-putra-poltek-pelayaran-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Putra Poltek Pelayaran Gunung Anyar Surabaya,Gunung Anyar,700000,Putra,Tidak termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.342334750036,112.79301805661",-7.342334750036,112.79301805661,1.167265416689313
21,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-sehati-tipe-a-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Sehati Tipe A Rungkut Surabaya,Rungkut,1350000,Putra,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3323655396086,112.79799945652",-7.3323655396086,112.79799945652,1.0349629738190784
22,https://mamikos.com/room/kost-surabaya-kost-putri-murah-kost-ibu-liek-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Ibu Liek Rungkut Surabaya,Rungkut,1000000,Putri,Termasuk listrik,9.0,No,No,No,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3307091,112.7827263",-7.3307091,112.7827263,0.690214863401988
23,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-grand-bougenville-exclusive-rungkut-surabaya-1?redirection_source=list%20kos%20result,Kost Grand Bougenville Exclusive Rungkut Surabaya,Rungkut,1500000,Putri,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3305798262528,112.78743524104",-7.3305798262528,112.78743524104,0.2780241657100595
24,https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-melon-25-gunung-anyar-surabaya-2?redirection_source=list%20kos%20result,Kost Melon 25 Gunung Anyar Surabaya,Gunung Anyar,1000000,Putra,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.34385,112.804895",-7.34385,112.804895,2.1757163312053036
25,https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-tentoo-stay-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Tentoo Stay Rungkut Surabaya,Rungkut,2000000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,Yes,No,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3280257,112.7800455",-7.3280257,112.7800455,1.0840657179751498
26,https://mamikos.com/room/kost-surabaya-kost-campur-murah-kost-umi-siti-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Umi Siti Rungkut Surabaya,Rungkut,850000,Campur,Tidak termasuk listrik,12.0,Yes,No,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3308438595539,112.80176796019",-7.3308438595539,112.80176796019,1.4655011207448212
27,https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-jl-rungkut-harapan-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Jl Rungkut Harapan Rungkut Surabaya,Rungkut,1500000,Putri,Tidak termasuk listrik,15.0,Yes,Yes,Yes,Yes,Yes,3.0,5.0,"https://maps.google.com/maps?z=7&q=-7.3248385596678,112.77955692261",-7.3248385596678,112.77955692261,1.3344356801946091
28,https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-upn-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Upn Gunung Anyar Surabaya,Gunung Anyar,1200000,Putra,Tidak termasuk listrik,9.0,No,Yes,No,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3393819603351,112.78727464378",-7.3393819603351,112.78727464378,0.7485681206944733
29,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-yellow-tipe-a-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Yellow Tipe A Gunung Anyar Surabaya,Gunung Anyar,1550000,Putri,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3340149072214,112.78446067125",-7.3340149072214,112.78446067125,0.4791678890284221
30,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-hub-ii-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Hub II Rungkut Surabaya,Rungkut,1100000,Putra,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3277512682483,112.79331564903",-7.3277512682483,112.79331564903,0.7621554703141042
31,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-hub-iii-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Hub III Rungkut Surabaya,Rungkut,1000000,Putra,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.324330770757,112.78475269675",-7.324330770757,112.78475269675,1.032446438841196
32,https://mamikos.com/room/kost-surabaya-kost-putra-murah-kost-amanah-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Amanah Gunung Anyar Surabaya,Gunung Anyar,800000,Putra,Termasuk listrik,9.0,Yes,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.345286,112.807011",-7.345286,112.807011,2.4584746795160966
33,https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-mahasiswi-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Mahasiswi Rungkut Surabaya,Rungkut,800000,Putri,Termasuk listrik,12.0,No,No,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3332719,112.7943625",-7.3332719,112.7943625,0.6351273520410635
34,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-narita-tipe-c-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Narita Tipe C Rungkut Surabaya,Rungkut,1500000,Putri,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.331475,112.79953",-7.331475,112.79953,1.2114935312512811
35,https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-halo-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Halo Rungkut Surabaya,Rungkut,1800000,Putri,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.330271,112.785793",-7.330271,112.785793,0.41908042674459045
36,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-harmasy-tipe-a-gunung-anyar-surabaya-2?redirection_source=list%20kos%20result,Kost Harmasy Tipe A Gunung Anyar Surabaya,Gunung Anyar,900000,Putri,Termasuk listrik,9.0,Yes,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.332145,112.781799",-7.332145,112.781799,0.7561127116446342
37,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-yellow-tipe-c-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Yellow Tipe C Gunung Anyar Surabaya,Gunung Anyar,2000000,Putri,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3340149072214,112.78446067125",-7.3340149072214,112.78446067125,0.4791678890284221
38,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-happy-home-poltek-pelayaran-gunung-anyar-surabaya-1?redirection_source=list%20kos%20result,Kost Happy Home Poltek Pelayaran Gunung Anyar Surabaya,Gunung Anyar,1800000,Putra,Tidak termasuk listrik,9.0,No,Yes,No,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3429211287854,112.793542059",-7.3429211287854,112.793542059,1.2508332610853388
39,https://mamikos.com/room/kost-kabupaten-sidoarjo-kost-putri-murah-kost-amanah-i-tipe-single-waru-sidoarjo-2?redirection_source=list%20kos%20result,Kost Amanah I Tipe Single Waru Sidoarjo,Waru,650000,Putri,Termasuk listrik,6.0,Yes,No,Yes,Yes,Yes,2.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3466862,112.8002328",-7.3466862,112.8002328,2.0070961921389476
40,https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-the-harvest-tipe-vip-rungkut-surabaya?redirection_source=list%20kos%20result,Kost The Harvest Tipe VIP Rungkut Surabaya,Rungkut,1800000,Campur,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,4.0,5.0,"https://maps.google.com/maps?z=7&q=-7.3249899,112.7949193",-7.3249899,112.7949193,1.1104646896669803
41,https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-q9-tipe-a-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Q9 Tipe A Gunung Anyar Surabaya,Gunung Anyar,1300000,Putri,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3391382163894,112.77416266501",-7.3391382163894,112.77416266501,1.7444061537597269
42,https://mamikos.com/room/kost-surabaya-kost-putri-murah-kost-putri-wiguna-selatan-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Putri Wiguna Selatan Gunung Anyar Surabaya,Gunung Anyar,750000,Putri,Termasuk listrik,9.0,No,No,No,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3393813,112.8013924",-7.3393813,112.8013924,1.5877080268167034
43,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-ivorya-vip-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Ivorya VIP Rungkut Surabaya,Rungkut,1900000,Campur,Tidak termasuk listrik,11.2,No,Yes,Yes,Yes,Yes,3.2,3.5,"https://maps.google.com/maps?z=7&q=-7.326304,112.792629",-7.326304,112.792629,0.8451555823620929
44,https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-eksklusif-penjaringan-sari-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Eksklusif Penjaringan Sari Rungkut Surabaya,Rungkut,2200000,Putri,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3217933,112.7897665",-7.3217933,112.7897665,1.2286271760130043
45,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-nashabil-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Nashabil Rungkut Surabaya,Rungkut,1300000,Putri,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3259954649211,112.77932524681",-7.3259954649211,112.77932524681,1.273460135818159
46,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-yellow-tipe-d-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Yellow Tipe D Gunung Anyar Surabaya,Gunung Anyar,2500000,Putri,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,5.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3340149072214,112.78446067125",-7.3340149072214,112.78446067125,0.4791678890284221
47,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-ivorya-tipe-room-avanthi-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Ivorya Tipe Room Avanthi Rungkut Surabaya,Rungkut,2800000,Campur,Tidak termasuk listrik,17.39,No,Yes,Yes,Yes,Yes,3.7,4.7,"https://maps.google.com/maps?z=7&q=-7.326304,112.792629",-7.326304,112.792629,0.8451555823620929
48,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-ivorya-executive-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Ivorya Executive Rungkut Surabaya,Rungkut,2700000,Campur,Tidak termasuk listrik,16.65,No,Yes,Yes,Yes,Yes,3.7,4.5,"https://maps.google.com/maps?z=7&q=-7.326304,112.792629",-7.326304,112.792629,0.8451555823620929
49,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-ivorya-tipe-superior-b-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Ivorya Tipe Superior B Rungkut Surabaya,Rungkut,1350000,Campur,Termasuk listrik,9.9,No,No,Yes,Yes,Yes,2.2,4.5,"https://maps.google.com/maps?z=7&q=-7.326304,112.792629",-7.326304,112.792629,0.8451555823620929
50,https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-barokah-gunung-anyar-surabaya-2?redirection_source=list%20kos%20result,Kost Barokah Gunung Anyar Surabaya,Gunung Anyar,500000,Putra,Termasuk listrik,9.0,Yes,No,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.338972,112.795854",-7.338972,112.795854,1.053121038015725
51,https://mamikos.com/room/kost-surabaya-kost-putra-murah-kost-yaman-tipe-a-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Yaman Tipe A Gunung Anyar Surabaya,Gunung Anyar,600000,Putra,Termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3376567956752,112.79595963657",-7.3376567956752,112.79595963657,0.9736148172716644
52,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-jalan-medokan-sawah-baru-rungkut-surabaya-1?redirection_source=list%20kos%20result,Kost Jalan Medokan Sawah Baru Rungkut Surabaya,Rungkut,1250000,Campur,Tidak termasuk listrik,20.0,Yes,Yes,No,Yes,Yes,4.0,5.0,"https://maps.google.com/maps?z=7&q=-7.329996,112.801391",-7.329996,112.801391,1.4416923234805457
53,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-medokan-asri-barat-lll-19-rungkut-surabaya-1?redirection_source=list%20kos%20result,Kost Medokan Asri Barat lll 19 Rungkut Surabaya,Rungkut,1400000,Putri,Tidak termasuk listrik,9.0,No,Yes,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3306430080394,112.78970438987",-7.3306430080394,112.78970438987,0.26623254761236825
54,https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-medayu-selatan-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Medayu Selatan Rungkut Surabaya,Rungkut,800000,Putri,Tidak termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.332018,112.795969",-7.332018,112.795969,0.8144554754574589
55,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-daninzia-house-tipe-single-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Daninzia House Tipe Single Gunung Anyar Surabaya,Gunung Anyar,1400000,Putri,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3356895411502,112.80016064644",-7.3356895411502,112.80016064644,1.3126279294360332
56,https://mamikos.com/room/kost-kota-surabaya-kost-campur-murah-kost-abdul-karim-40-tipe-a-gunung-anyar-surabaya?redirection_source=list%20kos%20result,Kost Abdul Karim 40 Tipe A Gunung Anyar Surabaya,Gunung Anyar,585000,Putra,Tidak termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.338644,112.771274",-7.338644,112.771274,2.0213920894414694
57,https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-bu-hartini-executive-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Bu Hartini Tipe Executive Rungkut Surabaya,Rungkut,2000000,Putri,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,No,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3281,112.785111",-7.3281,112.785111,0.6492098622017943
58,https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-asri-tipe-a-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Asri Tipe A Rungkut Surabaya,Rungkut,900000,Putri,Tidak termasuk listrik,9.0,No,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3154764620033,112.79096603394",-7.3154764620033,112.79096603394,1.9418032702129273
59,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-family-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Family Rungkut Surabaya,Rungkut,1100000,Putri,Termasuk listrik,9.0,Yes,No,No,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3280385808613,112.79281675816",-7.3280385808613,112.79281675816,0.7015967023140285
60,https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-bu-nita-upn-tipe-executive-rungkut-surabaya-2?redirection_source=list%20kos%20result,Kost Bu Nita Upn Tipe Executive Rungkut Surabaya,Rungkut,900000,Putra,Termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.326211,112.784007",-7.326211,112.784007,0.8908417689950463
61,https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-penjaringan-tipe-b-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Penjaringan Tipe B Rungkut Surabaya,Rungkut,650000,Putri,Termasuk listrik,9.0,No,No,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.3206723,112.782491",-7.3206723,112.782491,1.5071406911562697
62,https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-homy-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Homy Rungkut Surabaya,Rungkut,1750000,Campur,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.32698,112.776225",-7.32698,112.776225,1.5121609449000903
63,https://mamikos.com/room/kost-surabaya-kost-putra-murah-kost-medokan-sawah-timur-rungkut-surabaya?redirection_source=list%20kos%20result,Kost Medokan Sawah Timur Rungkut Surabaya,Rungkut,700000,Putra,Tidak termasuk listrik,12.0,Yes,No,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.3296234524313,112.80538961291",-7.3296234524313,112.80538961291,1.8820594281523306
64,https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-rl-3d-rungkut-surabaya-1?redirection_source=list%20kos%20result,Kost RL 3D Rungkut Surabaya,Rungkut,1500000,Putri,Termasuk listrik,7.5,Yes,Yes,Yes,Yes,Yes,2.5,3.0,"https://maps.google.com/maps?z=7&q=-7.3262997,112.7767787",-7.3262997,112.7767787,1.4922188459208683
