Link,Nama,Lokasi,Harga,Jenis,Listrik,Luas Kamar,K Mandi Dalam,AC,WiFi,Kasur,Akses 24 Jam,Panjang Kamar,Lebar Kamar,Maps
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-timur-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Timur Gubeng Surabaya,Gubeng,1300000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,No,No,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.287861,112.751703"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-airlangga-executive-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Airlangga Executive Gubeng Surabaya,Gubeng,1650000,Putra,Tidak termasuk listrik,15.6,Yes,Yes,Yes,Yes,Yes,5.2,3.0,"https://maps.google.com/maps?z=7&q=-7.280642,112.754259"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-barat-gubeng-surabaya-1?redirection_source=list%20kos%20result,Kost Barat Gubeng Surabaya,Gubeng,1900000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,No,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.287742,112.752343"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-cika-indah-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Cika Indah Tambaksari Surabaya,Tambaksari,2000000,Putri,Termasuk listrik,12.0,Yes,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2633786097946,112.75953423232"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-7b-tipe-a-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost 7B Tipe A Gubeng Surabaya,Gubeng,750000,Putri,Termasuk listrik,6.0,No,No,Yes,Yes,Yes,3.0,2.0,"https://maps.google.com/maps?z=7&q=-7.27704,112.756917"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-wira-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Wira Gubeng Surabaya,Gubeng,1900000,Campur,Tidak termasuk listrik,18.0,Yes,Yes,Yes,Yes,Yes,3.0,6.0,"https://maps.google.com/maps?z=7&q=-7.286964,112.752079"
https://mamikos.com/room/kost-surabaya-kost-putra-murah-kost-yusup-i-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Yusup I Gubeng Surabaya,Gubeng,650000,Putra,Termasuk listrik,9.0,No,No,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2721375,112.7657969"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-98-tipe-a-gubeng-surabaya?redirection_source=list%20kos%20result,Kost 98 Tipe A Gubeng Surabaya,Gubeng,2300000,Campur,Termasuk listrik,6.0,Yes,Yes,Yes,Yes,Yes,2.0,3.0,"https://maps.google.com/maps?z=7&q=-7.276623,112.757538"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-v-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost V Gubeng Surabaya,Gubeng,1800000,Putri,Termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2762501567276,112.75281429291"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-jojoran-kamar-ac-gubeng-surabaya-1?redirection_source=list%20kos%20result,Kost Jojoran Tipe Ac Gubeng Surabaya,Gubeng,1900000,Putri,Termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2723904,112.7677127"
https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-pak-mulyono-tegalsari-surabaya-1?redirection_source=list%20kos%20result,Kost Pak Mulyono Tegalsari Surabaya,Tegalsari,1600000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.278062,112.739437"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-yudha-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Yudha Gubeng Surabaya,Gubeng,1000000,Putri,Termasuk listrik,15.0,Yes,No,Yes,Yes,Yes,3.0,5.0,"https://maps.google.com/maps?z=7&q=-7.27219,112.76327"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-rosse-wonokromo-surabaya?redirection_source=list%20kos%20result,Kost Rosse Wonokromo Surabaya,Wonokromo,750000,Putri,Tidak termasuk listrik,12.0,Yes,No,No,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.280625,112.7481"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-griya-71-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Griya 71 Tambaksari Surabaya,Tambaksari,900000,Putra,Tidak termasuk listrik,12.0,Yes,Yes,No,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.252588,112.764915"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-7b-tipe-b-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost 7B Tipe B Gubeng Surabaya,Gubeng,900000,Putri,Termasuk listrik,6.0,No,No,Yes,Yes,Yes,3.0,2.0,"https://maps.google.com/maps?z=7&q=-7.27704,112.756917"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-novan-43-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Novan 43 Gubeng Surabaya,Gubeng,650000,Putri,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2764400576732,112.75689493865"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-muntini-tipe-g-mulyorejo-surabaya?redirection_source=list%20kos%20result,Kost Muntini Tipe G Mulyorejo Surabaya,Mulyorejo,1750000,Putri,Termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2821862692867,112.7635230124"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-klampis-ngasem-sukolilo-surabaya?redirection_source=list%20kos%20result,Kost Klampis Ngasem Sukolilo Surabaya,Sukolilo,600000,Putri,Termasuk listrik,9.0,No,No,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.282928,112.775137"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-sumbawa-4-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Sumbawa 4 Gubeng Surabaya,Gubeng,1950000,Campur,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.275845743938,112.74694561958"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kos-081358238800-tambaksari-surabaya?redirection_source=list%20kos%20result,Kos 081358238800 Tambaksari Surabaya,Tambaksari,650000,Putra,Tidak termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2613105872271,112.76734951884"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-residence-vip-226-tambaksari-surabaya-2?redirection_source=list%20kos%20result,Kost Residence VIP 226 Tambaksari Surabaya,Tambaksari,2200000,Campur,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2584659597527,112.77454085648"
https://mamikos.com/room/kost-kost-putri-eksklusif-kost-putri-pandegiling-tegalsari-surabaya?redirection_source=list%20kos%20result,Kost putri Pandegiling Tegalsari Surabaya,Tegalsari,1400000,Putri,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2767362,112.7387776"
https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-griya-lestari-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Griya Lestari 3 Tambaksari Surabaya,Tambaksari,2100000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2509430590015,112.77418579906"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-griya-lestari-gemini-exclusive-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Griya Lestari Gemini Exclusive Tambaksari Surabaya,Tambaksari,2300000,Campur,Tidak termasuk listrik,18.0,Yes,Yes,Yes,Yes,Yes,4.0,4.5,"https://maps.google.com/maps?z=7&q=-7.253066,112.773939"
https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-cokroaminoto-10c-tegalsari-surabaya-1?redirection_source=list%20kos%20result,Kost Cokroaminoto 10C Tegalsari Surabaya,Tegalsari,1600000,Campur,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2781854,112.7393536"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-ayatul-muslimah-tipe-b-gubeng-surabaya-1?redirection_source=list%20kos%20result,Kost Ayatul Muslimah Tipe B Gubeng Surabaya,Gubeng,800000,Putri,Termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2740152393852,112.75198817253"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-diaz-tambaksari-surabaya-1?redirection_source=list%20kos%20result,Kost Diaz Tambaksari Surabaya,Tambaksari,1500000,Putri,Tidak termasuk listrik,15.0,Yes,Yes,Yes,Yes,Yes,3.0,5.0,"https://maps.google.com/maps?z=7&q=-7.263947,112.763802"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-kertajaya-standard-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Kertajaya Standard Gubeng Surabaya,Gubeng,1465000,Putra,Tidak termasuk listrik,12.0,No,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.280642,112.754259"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-residence-225-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Residence 225 Tambaksari Surabaya,Tambaksari,2000000,Campur,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2584658,112.7745411"
https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-stayvie-coliving-duo-premium-suite-tegalsari-surabaya-2?redirection_source=list%20kos%20result,Kost Stayvie Coliving Duo Premium Suite Tegalsari Surabaya,Tegalsari,8250000,Campur,Termasuk listrik,26.25,Yes,Yes,Yes,Yes,Yes,3.5,7.5,"https://maps.google.com/maps?z=7&q=-7.286788,112.74527"
https://mamikos.com/room/kost-kost-putri-eksklusif-kost-putri-excecutive-tegalsari-surabaya?redirection_source=list%20kos%20result,Kost Excecutive Tegalsari Surabaya,Tegalsari,1650000,Putri,Tidak termasuk listrik,12.0,Yes,Yes,Yes,No,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2881043,112.7371998"
https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-griya-ploso-timur-va-no-60-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Griya Ploso Timur VA No 60 Tambaksari Surabaya,Tambaksari,2000000,Campur,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,4.0,5.0,"https://maps.google.com/maps?z=7&q=-7.255381,112.775073"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-residence-224-tambaksari-surabaya-2?redirection_source=list%20kos%20result,Kost Residence 224 Tambaksari Surabaya,Tambaksari,2200000,Campur,Tidak termasuk listrik,18.0,Yes,Yes,Yes,Yes,Yes,3.0,6.0,"https://maps.google.com/maps?z=7&q=-7.2584658,112.7745411"
https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-miky-tipe-ac-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Miky Tipe AC Gubeng Surabaya,Gubeng,1400000,Putra,Termasuk listrik,9.0,No,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2765215387899,112.75641918182"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-wira-gubeng-2-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Wira Gubeng 2 Gubeng Surabaya,Gubeng,1800000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,No,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.287039,112.752291"
https://mamikos.com/room/kost-surabaya-kost-putra-murah-kost-miky-non-ac-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Miky Non AC Gubeng Surabaya,Gubeng,800000,Putra,Termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2765215387899,112.75641918182"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-jojoran-free-listrik-tipe-b-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Jojoran Free Listrik Tipe B Gubeng Surabaya,Gubeng,1750000,Putri,Termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2737089351145,112.76720467955"
https://mamikos.com/room/kost-surabaya-kost-campur-eksklusif-kost-stayvie-coliving-tipe-compact-duo-serenity-suite-tegalsari-surabaya?redirection_source=list%20kos%20result,Kost Stayvie Coliving Tipe Compact Duo Serenity Suite Tegalsari Surabaya,Tegalsari,7250000,Campur,Termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2867422,112.7450289"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-umah-utara-ac-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Umah Utara AC Gubeng Surabaya,Gubeng,1700000,Putri,Termasuk listrik,9.0,No,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2718654512514,112.75332391262"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-dhu-nyaman-tipe-b-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Dhu Nyaman Tipe B Gubeng Surabaya,Gubeng,2000000,Putri,Tidak termasuk listrik,8.74,Yes,No,Yes,Yes,No,3.8,2.3,"https://maps.google.com/maps?z=7&q=-7.267323391335,112.77281653136"
https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-vip-airlangga-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Airlangga Tipe VIP Gubeng Surabaya,Gubeng,1900000,Putra,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.274806,112.758996"
https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-airlangga-executive-b-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Airlangga Tipe Executive B Gubeng Surabaya,Gubeng,1750000,Putra,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.274867,112.75906"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-muntini-tipe-b-mulyorejo-surabaya?redirection_source=list%20kos%20result,Kost Muntini Tipe B Mulyorejo Surabaya,Mulyorejo,1800000,Putri,Termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2821849389997,112.76348143816"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-ameera-tipe-a-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Ameera Tipe A Gubeng Surabaya,Gubeng,1600000,Putri,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.275696,112.75201"
https://mamikos.com/room/kost-surabaya-kost-putra-eksklusif-kost-airlangga-executive-a-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Airlangga Executive A Gubeng Surabaya,Gubeng,1650000,Putra,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.274619,112.75881"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-fia-tipe-non-ac-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Fia Tipe Non AC Gubeng Surabaya,Gubeng,750000,Putri,Tidak termasuk listrik,12.0,No,No,No,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2746793967874,112.75289006531"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-fia-tipe-ac-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Fia Tipe AC Gubeng Surabaya,Gubeng,1000000,Putri,Tidak termasuk listrik,12.0,No,Yes,No,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2746793967874,112.75289006531"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-residence-vip-223-tambaksari-surabaya-2?redirection_source=list%20kos%20result,Kost Residence VIP 223 Tambaksari Surabaya,Tambaksari,2200000,Campur,Tidak termasuk listrik,20.0,Yes,Yes,Yes,Yes,Yes,4.0,5.0,"https://maps.google.com/maps?z=7&q=-7.2584659597527,112.77454085648"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-mewah-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Mewah Tambaksari Surabaya,Tambaksari,2250000,Putri,Tidak termasuk listrik,16.0,Yes,Yes,Yes,Yes,Yes,4.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2625424885961,112.77302742004"
https://mamikos.com/room/kost-surabaya-kost-putri-eksklusif-kost-putri-lily-1-tipe-c-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Putri Lily 1 Tipe C Gubeng Surabaya,Gubeng,1200000,Putri,Tidak termasuk listrik,15.0,Yes,Yes,No,Yes,No,3.0,5.0,"https://maps.google.com/maps?z=7&q=-7.2866636604792,112.75377452374"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-dhu-nyaman-tipe-a-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Dhu Nyaman Tipe A Gubeng Surabaya,Gubeng,2300000,Putri,Tidak termasuk listrik,13.26,Yes,Yes,Yes,Yes,No,3.4,3.9,"https://maps.google.com/maps?z=7&q=-7.267323391335,112.77281653136"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-residence-vip-222-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Residence VIP 222 Tambaksari Surabaya,Tambaksari,3000000,Campur,Tidak termasuk listrik,48.0,Yes,Yes,Yes,Yes,Yes,4.0,12.0,"https://maps.google.com/maps?z=7&q=-7.2584659597527,112.77454085648"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-casa-de-java-1-gubeng-surabaya-1?redirection_source=list%20kos%20result,Kost Casa De Java 1 Gubeng Surabaya,Gubeng,3000000,Campur,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2816784319275,112.75997679681"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-jl-kedondong-lor-tipe-deluxe-genteng-surabaya?redirection_source=list%20kos%20result,Kost Jl Kedondong Lor Tipe Deluxe Genteng Surabaya,Genteng,1650000,Putri,Tidak termasuk listrik,9.0,No,Yes,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2697182,112.7394777"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-esfam-1-vip-genteng-surabaya?redirection_source=list%20kos%20result,Kost Esfam 1 VIP Genteng Surabaya,Genteng,1100000,Putra,Termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.258508,112.745806"
https://mamikos.com/room/kost-surabaya-kost-putra-murah-kost-kukuh-barkah-gubeng-surabaya-1?redirection_source=list%20kos%20result,Kost Kukuh Barkah Gubeng Surabaya,Gubeng,600000,Putra,Tidak termasuk listrik,9.0,No,No,Yes,No,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2823881,112.7609401"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-gresikan-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Gresikan Tambaksari Surabaya,Tambaksari,500000,Putra,Termasuk listrik,12.0,No,No,No,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.255955,112.762179"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-ibu-endang-wijaya-tipe-aa-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Ibu Endang Wijaya Tipe AA Gubeng Surabaya,Gubeng,750000,Putri,Tidak termasuk listrik,12.0,Yes,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.287788,112.756866"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-karmen-43-tipe-b-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Karmen 43 Tipe B Gubeng Surabaya,Gubeng,550000,Putri,Termasuk listrik,12.5,No,No,Yes,Yes,Yes,2.5,5.0,"https://maps.google.com/maps?z=7&q=-7.2683533989907,112.7609950304"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-soraya-hasan-syihab-tipe-a-genteng-surabaya-2?redirection_source=list%20kos%20result,Kost Soraya Hasan Syihab Tipe A Genteng Surabaya,Genteng,1375000,Putri,Tidak termasuk listrik,12.0,Yes,Yes,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2726739510596,112.7402253449"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-murah-kost-tj-tipe-non-ac-mulyorejo-surabaya?redirection_source=list%20kos%20result,Kost Tj Tipe Non AC Mulyorejo Surabaya,Mulyorejo,650000,Campur,Termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.278098,112.764332"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-exclusive-millenial-webz-standard-gubeng-surabaya-1?redirection_source=list%20kos%20result,Kost Exclusive Millenial Webz Standard Gubeng Surabaya,Gubeng,1900000,Putri,Tidak termasuk listrik,7.5,No,Yes,Yes,Yes,Yes,3.0,2.5,"https://maps.google.com/maps?z=7&q=-7.274835,112.755147"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-nias-20-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Nias 20 Gubeng Surabaya,Gubeng,1500000,Campur,Tidak termasuk listrik,9.0,Yes,Yes,No,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2726855,112.7511805"
https://mamikos.com/room/kost-kost-putri-murah-kost-putri-an-nisa-tipe-a-gubeng-surabaya?redirection_source=list%20kos%20result,Kost An Nisa Tipe A Gubeng Surabaya,Gubeng,800000,Putri,Termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2721362,112.7521992"
https://mamikos.com/room/kost-surabaya-kost-campur-murah-kost-manyar-sabrangan-tipe-2-mulyorejo-surabaya?redirection_source=list%20kos%20result,Kost Manyar Sabrangan Tipe 2 Mulyorejo Surabaya,Mulyorejo,850000,Campur,Tidak termasuk listrik,18.0,Yes,No,No,No,Yes,3.0,6.0,"https://maps.google.com/maps?z=7&q=-7.282231831615,112.76878416538"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-kint-08-tipe-a-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Kint 08 Tipe A Gubeng Surabaya,Gubeng,735000,Putra,Termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2725975,112.7703838"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-griyo-dalem-wisma-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Griyo Dalem Wisma Gubeng Surabaya,Gubeng,675000,Putra,Termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2727709,112.7664841"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-bu-purwati-tipe-b-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Bu Purwati Tipe B Gubeng Surabaya,Gubeng,500000,Putra,Tidak termasuk listrik,12.0,No,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.2713726,112.7640163"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-pratama-jedong-tipe-ac-tambaksari-surabaya?redirection_source=list%20kos%20result,Kost Pratama Jedong Tipe AC Tambaksari Surabaya,Tambaksari,1000000,Campur,Termasuk listrik,9.0,No,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.256571,112.761012"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-airlangga-2-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Airlangga 2 Gubeng Surabaya,Gubeng,800000,Putri,Tidak termasuk listrik,9.0,No,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.272353,112.755404"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-eksklusif-kost-mas-arjuna-gubeng-surabaya-2?redirection_source=list%20kos%20result,Kost Mas Arjuna Gubeng Surabaya,Gubeng,925000,Putri,Termasuk listrik,9.0,No,No,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.26781,112.755359"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-murah-kost-rumah-asri-tipe-b-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Rumah Asri Tipe B Gubeng Surabaya,Gubeng,760000,Putra,Termasuk listrik,12.0,Yes,No,Yes,Yes,Yes,3.0,4.0,"https://maps.google.com/maps?z=7&q=-7.277035,112.767198"
https://mamikos.com/room/kost-kota-surabaya-kost-putra-eksklusif-kost-pak-radit-manyar-sambongan-gubeng-surabaya?redirection_source=list%20kos%20result,Kost Pak Radit Manyar Sambongan Gubeng Surabaya,Gubeng,1100000,Putra,Tidak termasuk listrik,9.0,Yes,Yes,Yes,Yes,Yes,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.2809444,112.7597686"
https://mamikos.com/room/kost-kota-surabaya-kost-campur-eksklusif-kost-eksklusif-tipe-a-genteng-surabaya-1?redirection_source=list%20kos%20result,Kost Eksklusif Tipe A Genteng Surabaya,Genteng,1300000,Campur,Termasuk listrik,6.0,No,Yes,No,Yes,Yes,2.0,3.0,"https://maps.google.com/maps?z=7&q=-7.270265,112.741842"
https://mamikos.com/room/kost-kota-surabaya-kost-putri-murah-kost-ambengan-tipe-a-tambaksari-surabaya-1?redirection_source=list%20kos%20result,Kost Ambengan Tipe A Tambaksari Surabaya,Tambaksari,900000,Putri,Termasuk listrik,9.0,Yes,No,Yes,Yes,No,3.0,3.0,"https://maps.google.com/maps?z=7&q=-7.254992,112.751501"
